header_frame_id,header_seq,header_stamp_nsecs,header_stamp_secs,point_x,point_y,point_z
Camera,812,0,0,0.0321952397386,-0.0308235628096,0.591404406969
Camera,813,0,0,0.03150467427,-0.0300896560086,0.593733804981
Camera,814,0,0,0.0304481573766,-0.0281142030858,0.594560570864
Camera,815,0,0,0.0274455420339,-0.0266679726595,0.601907089224
Camera,816,0,0,0.0226980196598,-0.0265694371026,0.613199234003
Camera,817,0,0,0.0185220291751,-0.0282512449248,0.618994777007
Camera,818,0,0,0.0196418795276,-0.0271945108404,0.613922280448
Camera,819,0,0,0.0210930734201,-0.023726638199,0.611936959271
Camera,820,0,0,0.0231136619309,-0.0275208435537,0.606399674205
Camera,821,0,0,0.024849004814,-0.0350381107939,0.600061615452
Camera,822,0,0,0.0270603579752,-0.0353425580283,0.595814441967
Camera,823,0,0,0.029176983164,-0.040318322726,0.584558434001
Camera,824,0,0,0.0328260220558,-0.0508277383833,0.565937273881
Camera,825,0,0,0.0264236610248,-0.0492617073688,0.583300223964
Camera,826,0,0,0.0180857205695,-0.0342049873234,0.604039486626
Camera,827,0,0,0.00805522917963,-0.034001526655,0.621530065937
Camera,828,0,0,0.00278435346979,-0.0393916058861,0.623771338551
Camera,829,0,0,0.00537322334951,-0.0527882340435,0.609250491622
Camera,830,0,0,0.00554822253748,-0.0632584173436,0.596783957697
Camera,831,0,0,0.00285023227916,-0.0557147105527,0.600034492414
Camera,832,0,0,-0.00619923112065,-0.0394906013934,0.645782960276
Camera,833,0,0,-0.00405438400918,-0.0335567548316,0.647742725318
Camera,834,0,0,0.00443277913471,-0.0356667545135,0.630112519593
Camera,835,0,0,0.0108499522665,-0.0368896453328,0.619367055559
Camera,836,0,0,0.0154502182697,-0.0401110535825,0.605952119668
Camera,837,0,0,0.00618002433873,-0.0352547288699,0.632606111702
Camera,838,0,0,0.00288750932719,-0.0284699883831,0.642146353201
Camera,839,0,0,0.00359486785443,-0.0219532273345,0.640779032614
Camera,840,0,0,0.00825859119375,-0.0293179800631,0.619435884289
Camera,841,0,0,0.0100440936992,-0.0370032397733,0.619490713665
Camera,842,0,0,0.00976208076685,-0.0430846482369,0.620488284984
Camera,843,0,0,0.0146819294212,-0.0610284677626,0.592231319274
