time,ball-x,ball-y,ball-z,kalman-x,kalman-y,kalman-z,cam-desired-pos-x,cam-desired-pos-y,cam-desired-pos-z,cam-desired-orient-x,cam-desired-orient-y,cam-desired-orient-z,cam-desired-orient-w,cam-real-pos-x,cam-real-pos-y,cam-real-pos-z,cam-real-orient-x,cam-real-orient-y,cam-real-orient-z,cam-real-orient-w,q-real-0,q-real-1,q-real-2,q-real-3,q-real-4,q-real-5,q-real-6,q-desired-0,q-desired-1,q-desired-2,q-desired-3,q-desired-4,q-desired-5,q-desired-6,ball-kalman-error
29.8,0.0658552,0.000686428,0.424329,0.0909424,-0.0115446,0.381188,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19415,-0.694952,-0.0723778,1.68202,-0.0554516,-0.98906,1.03175,0.0513820156
30,0.0658552,0.000686428,0.424329,0.0926609,-0.0121587,0.383665,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19415,-0.694952,-0.0723778,1.68202,-0.0554516,-0.98906,1.03175,0.0503696711
30.2,0.0658552,0.000686428,0.424329,0.0943806,-0.0127729,0.386145,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19415,-0.694952,-0.0723778,1.68202,-0.0554516,-0.98906,1.03175,0.0495264557
30.4,0.0658552,0.000686428,0.424329,0.0700626,0.00143423,0.422265,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19415,-0.694952,-0.0723778,1.68202,-0.0554516,-0.98906,1.03175,0.0047456842
30.6,0.0658552,0.000686428,0.424329,0.0705238,0.00238315,0.427263,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19415,-0.694952,-0.0723778,1.68202,-0.0554516,-0.98906,1.03175,0.0057691462
30.8,0.0658552,0.000686428,0.424329,0.0709835,0.0033275,0.432243,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19415,-0.694952,-0.0723778,1.68202,-0.0554516,-0.98906,1.03175,0.0097931669
31,0.0658552,0.000686428,0.424329,0.0714443,0.00427547,0.437238,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19415,-0.694952,-0.0723778,1.68202,-0.0554516,-0.98906,1.03175,0.0145176287
31.2,0.0658552,0.000686428,0.424329,0.0719296,0.0053022,0.442537,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19415,-0.694952,-0.0723778,1.68202,-0.0554516,-0.98906,1.03175,0.0197417059
31.4,0.0658552,0.000686428,0.424329,0.07242,0.00634611,0.447901,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19415,-0.694952,-0.0723778,1.68202,-0.0554516,-0.98906,1.03175,0.0251150908
31.6,0.0658552,0.000686428,0.424329,0.072886,0.0073104,0.452959,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19415,-0.694952,-0.0723778,1.68202,-0.0554516,-0.98906,1.03175,0.0302156591
31.8,0.0658552,0.000686428,0.424329,0.0733473,0.00825986,0.45796,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19415,-0.694952,-0.0723778,1.68202,-0.0554516,-0.98906,1.03175,0.0352779336
32,0.0658552,0.000686428,0.424329,0.0738098,0.0092131,0.462975,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19415,-0.694952,-0.0723778,1.68202,-0.0554516,-0.98906,1.03175,0.0403669805
32.2,0.0658552,0.000686428,0.424329,0.0742726,0.0101672,0.467994,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19415,-0.694952,-0.0723778,1.68202,-0.0554516,-0.98906,1.03175,0.0454683394
32.4,0.0658552,0.000686428,0.424329,0.0742726,0.0101672,0.467994,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19415,-0.694952,-0.0723778,1.68202,-0.0554516,-0.98906,1.03175,0.0454683394
32.6,0.0658552,0.000686428,0.424329,0.0742726,0.0101672,0.467994,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2013,-0.595445,-0.113169,1.69927,-0.0708508,-1.1078,1.06397,0.0454683394
32.8,0.0658552,0.000686428,0.424329,0.0742726,0.0101672,0.467994,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2013,-0.595445,-0.113169,1.69927,-0.0708508,-1.1078,1.06397,0.0454683394
33,0.0375879,0.00952199,0.50364,0.0742726,0.0101672,0.467994,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2013,-0.595445,-0.113169,1.69927,-0.0708508,-1.1078,1.06397,0.051154871
33.2,0.0375879,0.00952199,0.50364,0.0742726,0.0101672,0.467994,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2013,-0.595445,-0.113169,1.69927,-0.0708508,-1.1078,1.06397,0.051154871
33.4,0.0375879,0.00952199,0.50364,0.0742726,0.0101672,0.467994,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2013,-0.595445,-0.113169,1.69927,-0.0708508,-1.1078,1.06397,0.051154871
33.6,0.0375879,0.00952199,0.50364,0.074737,0.0111263,0.473032,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2013,-0.595445,-0.113169,1.69927,-0.0708508,-1.1078,1.06397,0.0481609708
33.8,0.0375879,0.00952199,0.50364,0.0375879,0.00952199,0.50364,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2013,-0.595445,-0.113169,1.69927,-0.0708508,-1.1078,1.06397,0
34,0.0375879,0.00952199,0.50364,0.0375879,0.00952199,0.50364,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2013,-0.595445,-0.113169,1.69927,-0.0708508,-1.1078,1.06397,0
34.2,0.0289394,0.00910896,0.558664,0.0375879,0.00952199,0.50364,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2013,-0.595445,-0.113169,1.69927,-0.0708508,-1.1078,1.06397,0.0557010567
34.4,0.0289394,0.00910896,0.558664,0.0375879,0.00952199,0.50364,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2013,-0.595445,-0.113169,1.69927,-0.0708508,-1.1078,1.06397,0.0557010567
34.6,0.0289394,0.00910896,0.558664,0.0375879,0.00952199,0.50364,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2013,-0.595445,-0.113169,1.69927,-0.0708508,-1.1078,1.06397,0.0557010567
34.8,0.0289394,0.00910896,0.558664,0.0292257,0.0091631,0.560566,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2013,-0.595445,-0.113169,1.69927,-0.0708508,-1.1078,1.06397,0.0019241889
35,0.0277263,0.0117242,0.58233,0.0289298,0.00914637,0.56349,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2013,-0.595445,-0.113169,1.69927,-0.0708508,-1.1078,1.06397,0.0190535881
35.2,0.0277263,0.0117242,0.58233,0.0286225,0.00912898,0.566529,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2044,-0.458248,-0.139766,1.7151,-0.0647469,-1.26133,1.08062,0.0160377661
35.4,0.0277263,0.0117242,0.58233,0.0283072,0.00911111,0.569649,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2044,-0.458248,-0.139766,1.7151,-0.0647469,-1.26133,1.08062,0.012960457
35.6,0.0277263,0.0117242,0.58233,0.0280102,0.00909432,0.572583,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2044,-0.458248,-0.139766,1.7151,-0.0647469,-1.26133,1.08062,0.0100995484
35.8,0.0277263,0.0117242,0.58233,0.0277346,0.0118602,0.58536,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2044,-0.458248,-0.139766,1.7151,-0.0647469,-1.26133,1.08062,0.003033062
36,0.0277263,0.0117242,0.58233,0.0274466,0.0121466,0.589104,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2044,-0.458248,-0.139766,1.7151,-0.0647469,-1.26133,1.08062,0.0067929176
36.2,0.0250822,0.00920967,0.600099,0.0271593,0.0124322,0.592838,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2044,-0.458248,-0.139766,1.7151,-0.0647469,-1.26133,1.08062,0.0082110392
36.4,0.0250822,0.00920967,0.600099,0.0268703,0.0127196,0.596596,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2044,-0.458248,-0.139766,1.7151,-0.0647469,-1.26133,1.08062,0.0052714248
36.6,0.0250822,0.00920967,0.600099,0.0265814,0.013007,0.600352,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2044,-0.458248,-0.139766,1.7151,-0.0647469,-1.26133,1.08062,0.0040903942
36.8,0.0245618,-0.0043878,0.599682,0.0249921,0.00935949,0.603544,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2044,-0.458248,-0.139766,1.7151,-0.0647469,-1.26133,1.08062,0.0142859436
37,0.0245618,-0.0043878,0.599682,0.0246438,0.00923548,0.607214,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2044,-0.458248,-0.139766,1.7151,-0.0647469,-1.26133,1.08062,0.0155670005
37.2,0.0245618,-0.0043878,0.599682,0.0242755,0.00910619,0.611104,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2044,-0.458248,-0.139766,1.7151,-0.0647469,-1.26133,1.08062,0.0176813975
37.4,0.01683,-0.00866457,0.62075,0.0242749,-0.00456387,0.603977,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2044,-0.458248,-0.139766,1.7151,-0.0647469,-1.26133,1.08062,0.0188036115
37.6,0.01683,-0.00866457,0.62075,0.0239453,-0.0062507,0.606694,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2044,-0.458248,-0.139766,1.7151,-0.0647469,-1.26133,1.08062,0.0159381743
37.8,0.01683,-0.00866457,0.62075,0.0236162,-0.00793525,0.609407,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.2044,-0.458248,-0.139766,1.7151,-0.0647469,-1.26133,1.08062,0.0132381293
38,0.01683,-0.00866457,0.62075,0.0232865,-0.00962271,0.612125,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19738,-0.261771,-0.128332,1.62072,-0.0338683,-1.36112,1.07345,0.010816425
38.2,0.01683,-0.00866457,0.62075,0.0173136,-0.0101335,0.622088,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19738,-0.261771,-0.128332,1.62072,-0.0338683,-1.36112,1.07345,0.0020449617
38.4,0.00555079,-0.00375421,0.642652,0.0167034,-0.0116886,0.625381,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19738,-0.261771,-0.128332,1.62072,-0.0338683,-1.36112,1.07345,0.0220368486
38.6,0.00555079,-0.00375421,0.642652,0.0160888,-0.0132553,0.628697,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19738,-0.261771,-0.128332,1.62072,-0.0338683,-1.36112,1.07345,0.0199013163
38.8,-0.00794648,-0.00075762,0.700468,0.0154818,-0.014802,0.631972,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19738,-0.261771,-0.128332,1.62072,-0.0338683,-1.36112,1.07345,0.0737416499
39,-0.00794648,-0.00075762,0.700468,0.0056091,-0.00473821,0.643824,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19738,-0.261771,-0.128332,1.62072,-0.0338683,-1.36112,1.07345,0.0583792907
39.2,-0.00794648,-0.00075762,0.700468,0.00448182,-0.00502584,0.647971,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19738,-0.261771,-0.128332,1.62072,-0.0338683,-1.36112,1.07345,0.0541166827
39.4,0.00502219,-0.0168788,0.675371,0.00341589,-0.00529166,0.651886,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19738,-0.261771,-0.128332,1.62072,-0.0338683,-1.36112,1.07345,0.0262371347
39.6,0.00502219,-0.0168788,0.675371,-0.00529531,-0.00065458,0.700651,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19738,-0.261771,-0.128332,1.62072,-0.0338683,-1.36112,1.07345,0.0317608961
39.8,0.00502219,-0.0168788,0.675371,-0.00671684,-0.0003361,0.708337,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19738,-0.261771,-0.128332,1.62072,-0.0338683,-1.36112,1.07345,0.0387068845
40,0.00502219,-0.0168788,0.675371,-0.00813974,-1.73797E-005,0.71603,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19738,-0.261771,-0.128332,1.62072,-0.0338683,-1.36112,1.07345,0.0459423353
40.2,0.0298981,-0.0305342,0.610225,0.000853381,-0.016927,0.687662,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19738,-0.261771,-0.128332,1.62072,-0.0338683,-1.36112,1.07345,0.0838167081
40.4,0.0298981,-0.0305342,0.610225,-5.34451E-005,-0.0186388,0.692324,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19738,-0.261771,-0.128332,1.62072,-0.0338683,-1.36112,1.07345,0.0881977403
40.6,0.0298981,-0.0305342,0.610225,-0.000965601,-0.0203625,0.697014,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19738,-0.261771,-0.128332,1.62072,-0.0338683,-1.36112,1.07345,0.092673416
40.8,0.0298981,-0.0305342,0.610225,-0.00186904,-0.0220669,0.701658,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19197,-0.136362,-0.130755,1.50107,-0.018104,-1.36589,1.08104,0.0971639843
41,0.0298981,-0.0305342,0.610225,0.0226258,-0.0334506,0.622147,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19197,-0.136362,-0.130755,1.50107,-0.018104,-1.36589,1.08104,0.0142662476
41.2,0.0357149,-0.0397262,0.580023,0.0229573,-0.0364246,0.619904,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19197,-0.136362,-0.130755,1.50107,-0.018104,-1.36589,1.08104,0.0420017985
41.4,0.0357149,-0.0397262,0.580023,0.0232698,-0.039224,0.61778,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19197,-0.136362,-0.130755,1.50107,-0.018104,-1.36589,1.08104,0.039758317
41.6,0.0357149,-0.0397262,0.580023,0.0236015,-0.0422002,0.615536,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19197,-0.136362,-0.130755,1.50107,-0.018104,-1.36589,1.08104,0.0376035677
41.8,0.0380069,-0.0601547,0.540436,0.0239145,-0.0450047,0.613407,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19197,-0.136362,-0.130755,1.50107,-0.018104,-1.36589,1.08104,0.0758477757
42,0.0380069,-0.0601547,0.540436,0.0339499,-0.0426267,0.579608,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19197,-0.136362,-0.130755,1.50107,-0.018104,-1.36589,1.08104,0.0431060972
42.2,0.0380069,-0.0601547,0.540436,0.0347196,-0.0449327,0.575009,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19197,-0.136362,-0.130755,1.50107,-0.018104,-1.36589,1.08104,0.0379184382
42.4,0.0364829,-0.0670643,0.528429,0.0354856,-0.0472271,0.570431,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19197,-0.136362,-0.130755,1.50107,-0.018104,-1.36589,1.08104,0.046461566
42.6,0.0364829,-0.0670643,0.528429,0.0374556,-0.0624363,0.537392,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19197,-0.136362,-0.130755,1.50107,-0.018104,-1.36589,1.08104,0.0101340958
42.8,0.0347935,-0.0664544,0.534914,0.0382665,-0.0662144,0.530407,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19197,-0.136362,-0.130755,1.50107,-0.018104,-1.36589,1.08104,0.0056949432
43,0.0347935,-0.0664544,0.534914,0.0390741,-0.0699778,0.523449,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19197,-0.136362,-0.130755,1.50107,-0.018104,-1.36589,1.08104,0.0127351525
43.2,0.0347935,-0.0664544,0.534914,0.037669,-0.0707603,0.520637,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19197,-0.136362,-0.130755,1.50107,-0.018104,-1.36589,1.08104,0.0151869024
43.4,0.0347935,-0.0664544,0.534914,0.0384075,-0.0743741,0.513636,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19197,-0.136362,-0.130755,1.50107,-0.018104,-1.36589,1.08104,0.0229899093
43.6,0.0347935,-0.0664544,0.534914,0.0371073,-0.0704353,0.525248,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1914,-0.116731,-0.13749,1.42966,-0.0165041,-1.31406,1.08913,0.0107066704
43.8,0.0414576,-0.0731757,0.499181,0.0377097,-0.0729136,0.520288,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1914,-0.116731,-0.13749,1.42966,-0.0165041,-1.31406,1.08913,0.0214387709
44,0.0414576,-0.0731757,0.499181,0.0383117,-0.0753909,0.515329,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1914,-0.116731,-0.13749,1.42966,-0.0165041,-1.31406,1.08913,0.0166000513
44.2,0.0414576,-0.0731757,0.499181,0.0389208,-0.0778959,0.510317,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1914,-0.116731,-0.13749,1.42966,-0.0165041,-1.31406,1.08913,0.0123582417
44.4,0.0414576,-0.0731757,0.499181,0.0410873,-0.0756336,0.494841,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1914,-0.116731,-0.13749,1.42966,-0.0165041,-1.31406,1.08913,0.0050013993
44.6,0.0414576,-0.0731757,0.499181,0.0417662,-0.0776091,0.488977,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1914,-0.116731,-0.13749,1.42966,-0.0165041,-1.31406,1.08913,0.0111297747
44.8,0.054959,-0.07795,0.438191,0.0424446,-0.0795834,0.483117,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1914,-0.116731,-0.13749,1.42966,-0.0165041,-1.31406,1.08913,0.0466650156
45,0.054959,-0.07795,0.438191,0.0431176,-0.0815428,0.4773,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1914,-0.116731,-0.13749,1.42966,-0.0165041,-1.31406,1.08913,0.0410200054
45.2,0.054959,-0.07795,0.438191,0.0437916,-0.083505,0.471476,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1914,-0.116731,-0.13749,1.42966,-0.0165041,-1.31406,1.08913,0.0355451835
45.4,0.0712974,-0.0698307,0.386953,0.0445053,-0.0855758,0.465327,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1914,-0.116731,-0.13749,1.42966,-0.0165041,-1.31406,1.08913,0.0843101932
45.6,0.0712974,-0.0698307,0.386953,0.0542397,-0.0798421,0.432875,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1914,-0.116731,-0.13749,1.42966,-0.0165041,-1.31406,1.08913,0.0500002334
45.8,0.0712974,-0.0698307,0.386953,0.0553205,-0.081062,0.425131,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1914,-0.116731,-0.13749,1.42966,-0.0165041,-1.31406,1.08913,0.0428831332
