time,ball-x,ball-y,ball-z,kalman-x,kalman-y,kalman-z,cam-desired-pos-x,cam-desired-pos-y,cam-desired-pos-z,cam-desired-orient-x,cam-desired-orient-y,cam-desired-orient-z,cam-desired-orient-w,cam-real-pos-x,cam-real-pos-y,cam-real-pos-z,cam-real-orient-x,cam-real-orient-y,cam-real-orient-z,cam-real-orient-w,q-real-0,q-real-1,q-real-2,q-real-3,q-real-4,q-real-5,q-real-6,q-desired-0,q-desired-1,q-desired-2,q-desired-3,q-desired-4,q-desired-5,q-desired-6,ball-kalman-error
13.6,-0.0735779,0.0464643,0.616513,-0.0591082,0.0371546,0.572017,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18049,-0.250927,-0.0446174,1.51584,-0.0116133,-1.26518,1.006,0.0477067788
13.8,-0.0785072,0.061744,0.629613,-0.0607722,0.0414566,0.575519,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18049,-0.250927,-0.0446174,1.51584,-0.0116133,-1.26518,1.006,0.0604340108
14,-0.0785072,0.061744,0.629613,-0.0739904,0.051117,0.61973,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18049,-0.250927,-0.0446174,1.51584,-0.0116133,-1.26518,1.006,0.0151989572
14.2,-0.0785072,0.061744,0.629613,-0.0761697,0.0556665,0.626099,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18049,-0.250927,-0.0446174,1.51584,-0.0116133,-1.26518,1.006,0.0073991965
14.4,-0.0797066,0.0685201,0.633378,-0.0805417,0.0658106,0.634674,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18049,-0.250927,-0.0446174,1.51584,-0.0116133,-1.26518,1.006,0.0031174346
14.6,-0.0797066,0.0685201,0.633378,-0.0827634,0.0708839,0.641004,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18049,-0.250927,-0.0446174,1.51584,-0.0116133,-1.26518,1.006,0.00854912
14.8,-0.0797066,0.0685201,0.633378,-0.0849966,0.0759859,0.647365,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18049,-0.250927,-0.0446174,1.51584,-0.0116133,-1.26518,1.006,0.0167140192
15,-0.0727185,0.0394484,0.615937,-0.0828857,0.0734777,0.641588,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18049,-0.250927,-0.0446174,1.51584,-0.0116133,-1.26518,1.006,0.0438102615
15.2,-0.0727185,0.0394484,0.615937,-0.0849075,0.0776857,0.646941,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18049,-0.250927,-0.0446174,1.51584,-0.0116133,-1.26518,1.006,0.0507140104
15.4,-0.0727185,0.0394484,0.615937,-0.0869241,0.0818814,0.65228,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18049,-0.250927,-0.0446174,1.51584,-0.0116133,-1.26518,1.006,0.0576469618
15.6,-0.0727185,0.0394484,0.615937,-0.0757227,0.0433989,0.626151,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18049,-0.250927,-0.0446174,1.51584,-0.0116133,-1.26518,1.006,0.011355944
15.8,-0.0727185,0.0394484,0.615937,-0.0771515,0.0425711,0.62902,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18049,-0.250927,-0.0446174,1.51584,-0.0116133,-1.26518,1.006,0.0141621903
16,-0.0727185,0.0394484,0.615937,-0.0784814,0.0417442,0.631706,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18049,-0.250927,-0.0446174,1.51584,-0.0116133,-1.26518,1.006,0.0169452965
16.2,-0.0727185,0.0394484,0.615937,-0.0799087,0.0409164,0.634572,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.17702,-0.264157,-0.0285379,1.69495,-0.0075235,-1.43089,0.99135,0.0200279112
16.4,-0.0699854,0.0155913,0.61147,-0.0812387,0.0400894,0.637258,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.17702,-0.264157,-0.0285379,1.69495,-0.0075235,-1.43089,0.99135,0.0373070316
16.6,-0.0699854,0.0155913,0.61147,-0.0825663,0.0392625,0.639939,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.17702,-0.264157,-0.0285379,1.69495,-0.0075235,-1.43089,0.99135,0.039103564
16.8,-0.0699854,0.0155913,0.61147,-0.0839174,0.0384348,0.642665,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.17702,-0.264157,-0.0285379,1.69495,-0.0075235,-1.43089,0.99135,0.0410981039
17,-0.0699854,0.0155913,0.61147,-0.0719575,0.0131312,0.614915,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.17702,-0.264157,-0.0285379,1.69495,-0.0075235,-1.43089,0.99135,0.0046700423
17.2,-0.0699854,0.0155913,0.61147,-0.0726896,0.0100237,0.615461,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.17702,-0.264157,-0.0285379,1.69495,-0.0075235,-1.43089,0.99135,0.0073647097
17.4,-0.0699854,0.0155913,0.61147,-0.0734188,0.00692521,0.616006,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.17702,-0.264157,-0.0285379,1.69495,-0.0075235,-1.43089,0.99135,0.0103665157
17.6,-0.0699854,0.0155913,0.61147,-0.0741562,0.00380139,0.616554,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.17702,-0.264157,-0.0285379,1.69495,-0.0075235,-1.43089,0.99135,0.0134998002
17.8,-0.0699854,0.0155913,0.61147,-0.0749241,0.0005848,0.617115,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.17702,-0.264157,-0.0285379,1.69495,-0.0075235,-1.43089,0.99135,0.016776526
18,-0.0699854,0.0155913,0.61147,-0.0756474,-0.00249545,0.617657,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.17702,-0.264157,-0.0285379,1.69495,-0.0075235,-1.43089,0.99135,0.019936593
18.2,-0.0416475,-0.0309712,0.540734,-0.0764069,-0.0056867,0.618214,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.17702,-0.264157,-0.0285379,1.69495,-0.0075235,-1.43089,0.99135,0.0886040193
18.4,-0.0416475,-0.0309712,0.540734,-0.0771293,-0.00876425,0.618756,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.17702,-0.264157,-0.0285379,1.69495,-0.0075235,-1.43089,0.99135,0.0885411726
18.6,-0.0383735,-0.021301,0.529215,-0.0778534,-0.0118471,0.619299,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.17702,-0.264157,-0.0285379,1.69495,-0.0075235,-1.43089,0.99135,0.0988087333
18.8,-0.0383735,-0.021301,0.529215,-0.0438519,-0.0358556,0.541725,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.17702,-0.264157,-0.0285379,1.69495,-0.0075235,-1.43089,0.99135,0.019958691
19,-0.0383735,-0.021301,0.529215,-0.043089,-0.0407161,0.537217,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1706,-0.127732,-0.01284,1.60416,-0.00164289,-1.47644,0.98206,0.0215224081
19.2,-0.0323761,-0.018222,0.512378,-0.0403784,-0.0276093,0.526079,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1706,-0.127732,-0.01284,1.60416,-0.00164289,-1.47644,0.98206,0.0184357155
19.4,-0.0323761,-0.018222,0.512378,-0.0395537,-0.0302943,0.521018,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1706,-0.127732,-0.01284,1.60416,-0.00164289,-1.47644,0.98206,0.0164896322
19.6,-0.0323761,-0.018222,0.512378,-0.0387318,-0.0329714,0.515976,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1706,-0.127732,-0.01284,1.60416,-0.00164289,-1.47644,0.98206,0.0164585943
19.8,-0.0233932,-0.0243996,0.487474,-0.0332758,-0.0212176,0.508741,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1706,-0.127732,-0.01284,1.60416,-0.00164289,-1.47644,0.98206,0.023665929
20,-0.0233932,-0.0243996,0.487474,-0.0321636,-0.0222045,0.503203,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1706,-0.127732,-0.01284,1.60416,-0.00164289,-1.47644,0.98206,0.018142211
20.2,-0.0233932,-0.0243996,0.487474,-0.0311208,-0.0231601,0.49806,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1706,-0.127732,-0.01284,1.60416,-0.00164289,-1.47644,0.98206,0.0131649367
20.4,-0.0233932,-0.0243996,0.487474,-0.0236382,-0.0256329,0.484564,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1706,-0.127732,-0.01284,1.60416,-0.00164289,-1.47644,0.98206,0.00317004
20.6,-0.0233932,-0.0243996,0.487474,-0.0222618,-0.0267814,0.478717,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1706,-0.127732,-0.01284,1.60416,-0.00164289,-1.47644,0.98206,0.0091453861
20.8,-0.0233932,-0.0243996,0.487474,-0.0208797,-0.0279329,0.472843,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1706,-0.127732,-0.01284,1.60416,-0.00164289,-1.47644,0.98206,0.0152600148
21,-0.0233932,-0.0243996,0.487474,-0.0194983,-0.0290841,0.466971,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1706,-0.127732,-0.01284,1.60416,-0.00164289,-1.47644,0.98206,0.0213889643
21.2,-0.0233932,-0.0243996,0.487474,-0.0181128,-0.0302373,0.461081,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1706,-0.127732,-0.01284,1.60416,-0.00164289,-1.47644,0.98206,0.0275418194
21.4,-0.0233932,-0.0243996,0.487474,-0.0167165,-0.0313963,0.455139,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1706,-0.127732,-0.01284,1.60416,-0.00164289,-1.47644,0.98206,0.0337503238
21.6,-0.00146978,-0.0337153,0.439786,-0.0152648,-0.0325831,0.448933,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1706,-0.127732,-0.01284,1.60416,-0.00164289,-1.47644,0.98206,0.0165907222
21.8,-0.00146978,-0.0337153,0.439786,-0.0138926,-0.0337294,0.443105,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1817,-0.30659,-0.0425925,1.56691,-0.0134955,-1.26061,1.0028,0.0128585542
22,-0.00146978,-0.0337153,0.439786,-0.0124247,-0.0349241,0.436822,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1817,-0.30659,-0.0425925,1.56691,-0.0134955,-1.26061,1.0028,0.0114130086
22.2,0.00893977,-0.0326694,0.421294,-0.0110539,-0.0360697,0.431001,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1817,-0.30659,-0.0425925,1.56691,-0.0134955,-1.26061,1.0028,0.0224840995
22.4,0.00893977,-0.0326694,0.421294,-9.00034E-006,-0.034824,0.435093,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1817,-0.30659,-0.0425925,1.56691,-0.0134955,-1.26061,1.0028,0.0165871997
22.6,0.0174527,-0.0225588,0.409894,0.00179108,-0.0357929,0.429898,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1817,-0.30659,-0.0425925,1.56691,-0.0134955,-1.26061,1.0028,0.028645903
22.8,0.0174527,-0.0225588,0.409894,0.00358694,-0.0367606,0.424716,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1817,-0.30659,-0.0425925,1.56691,-0.0134955,-1.26061,1.0028,0.0247718007
23,0.0174527,-0.0225588,0.409894,0.0098256,-0.0338556,0.417455,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1817,-0.30659,-0.0425925,1.56691,-0.0134955,-1.26061,1.0028,0.0155871442
23.2,0.0174527,-0.0225588,0.409894,0.0118253,-0.0343845,0.412189,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1817,-0.30659,-0.0425925,1.56691,-0.0134955,-1.26061,1.0028,0.0132959331
23.4,0.0311884,-0.0173278,0.386333,0.0175575,-0.0240591,0.406336,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1817,-0.30659,-0.0425925,1.56691,-0.0134955,-1.26061,1.0028,0.0251243277
23.6,0.0311884,-0.0173278,0.386333,0.019878,-0.0231548,0.400692,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1817,-0.30659,-0.0425925,1.56691,-0.0134955,-1.26061,1.0028,0.0191848888
23.8,0.0311884,-0.0173278,0.386333,0.0222005,-0.0222493,0.395043,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1817,-0.30659,-0.0425925,1.56691,-0.0134955,-1.26061,1.0028,0.0134487029
24,0.0477736,-0.018793,0.362832,0.031659,-0.0168449,0.38364,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1817,-0.30659,-0.0425925,1.56691,-0.0134955,-1.26061,1.0028,0.0263903068
24.2,0.0477736,-0.018793,0.362832,0.0342115,-0.0154919,0.377889,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.1817,-0.30659,-0.0425925,1.56691,-0.0134955,-1.26061,1.0028,0.0205314653
24.4,0.0477736,-0.018793,0.362832,0.0367641,-0.0141388,0.372139,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18771,-0.470544,-0.0502969,1.61814,-0.0249946,-1.14822,1.00715,0.0151489576
24.6,0.0553094,-0.020498,0.352824,0.0490197,-0.0177874,0.360148,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18771,-0.470544,-0.0502969,1.61814,-0.0249946,-1.14822,1.00715,0.0100273952
24.8,0.0553094,-0.020498,0.352824,0.0520815,-0.0170203,0.353886,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18771,-0.470544,-0.0502969,1.61814,-0.0249946,-1.14822,1.00715,0.0048622608
25,0.0553094,-0.020498,0.352824,0.0551876,-0.016234,0.347524,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18771,-0.470544,-0.0502969,1.61814,-0.0249946,-1.14822,1.00715,0.0068034206
25.2,0.0590543,-0.0231278,0.351093,0.0583032,-0.0154435,0.341141,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18771,-0.470544,-0.0502969,1.61814,-0.0249946,-1.14822,1.00715,0.0125958295
25.4,0.0590543,-0.0231278,0.351093,0.0583032,-0.0154435,0.341141,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18771,-0.470544,-0.0502969,1.61814,-0.0249946,-1.14822,1.00715,0.0125958295
25.6,0.0590543,-0.0231278,0.351093,0.0625174,-0.0195131,0.340202,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18771,-0.470544,-0.0502969,1.61814,-0.0249946,-1.14822,1.00715,0.0119863672
25.8,0.0590543,-0.0231278,0.351093,0.0656539,-0.0192591,0.334508,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18771,-0.470544,-0.0502969,1.61814,-0.0249946,-1.14822,1.00715,0.0182642762
26,0.0590543,-0.0231278,0.351093,0.0638735,-0.0226733,0.343675,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18771,-0.470544,-0.0502969,1.61814,-0.0249946,-1.14822,1.00715,0.0088576511
26.2,0.0590543,-0.0231278,0.351093,0.0666223,-0.0228715,0.339519,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18771,-0.470544,-0.0502969,1.61814,-0.0249946,-1.14822,1.00715,0.0138310444
26.4,0.0590543,-0.0231278,0.351093,0.0693662,-0.0230702,0.33537,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18771,-0.470544,-0.0502969,1.61814,-0.0249946,-1.14822,1.00715,0.0188029606
26.6,0.0590543,-0.0231278,0.351093,0.072106,-0.0232694,0.331228,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18771,-0.470544,-0.0502969,1.61814,-0.0249946,-1.14822,1.00715,0.0237694162
26.8,0.0590543,-0.0231278,0.351093,0.0748527,-0.0234678,0.327075,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18771,-0.470544,-0.0502969,1.61814,-0.0249946,-1.14822,1.00715,0.0287501194
27,0.0813621,-0.0165849,0.321348,0.0775798,-0.0236683,0.322955,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.18771,-0.470544,-0.0502969,1.61814,-0.0249946,-1.14822,1.00715,0.0081891879
27.2,0.0813621,-0.0165849,0.321348,0.0803085,-0.0238685,0.318832,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19337,-0.632307,-0.0714964,1.69627,-0.0482624,-1.06568,1.02748,0.0077776062
27.4,0.0882077,0.00108954,0.333622,0.0832002,-0.0240509,0.314435,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19337,-0.632307,-0.0714964,1.69627,-0.0482624,-1.06568,1.02748,0.0320196463
27.6,0.0882077,0.00108954,0.333622,0.0841376,-0.0162922,0.31728,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19337,-0.632307,-0.0714964,1.69627,-0.0482624,-1.06568,1.02748,0.0242023049
27.8,0.0882077,0.00108954,0.333622,0.0869701,-0.0157292,0.31335,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19337,-0.632307,-0.0714964,1.69627,-0.0482624,-1.06568,1.02748,0.0263695971
28,0.0882077,0.00108954,0.333622,0.0909873,0.000402902,0.328702,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19337,-0.632307,-0.0714964,1.69627,-0.0482624,-1.06568,1.02748,0.0056924553
28.2,0.0882077,0.00108954,0.333622,0.0937238,0.00279574,0.326757,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19337,-0.632307,-0.0714964,1.69627,-0.0482624,-1.06568,1.02748,0.0089703234
28.4,0.0850663,0.00183505,0.360678,0.0937238,0.00279574,0.326757,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19337,-0.632307,-0.0714964,1.69627,-0.0482624,-1.06568,1.02748,0.0350215573
28.6,0.0850663,0.00183505,0.360678,0.0992027,0.00758813,0.322862,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19337,-0.632307,-0.0714964,1.69627,-0.0482624,-1.06568,1.02748,0.0407797203
28.8,0.080379,-0.0135232,0.379948,0.101944,0.00998675,0.320913,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19337,-0.632307,-0.0714964,1.69627,-0.0482624,-1.06568,1.02748,0.0671036377
29,0.080379,-0.0135232,0.379948,0.0906723,0.00441448,0.356024,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19337,-0.632307,-0.0714964,1.69627,-0.0482624,-1.06568,1.02748,0.031623886
29.2,0.080379,-0.0135232,0.379948,0.0928605,0.0061133,0.356987,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19337,-0.632307,-0.0714964,1.69627,-0.0482624,-1.06568,1.02748,0.0326892566
29.4,0.080379,-0.0135232,0.379948,0.0875139,-0.0103179,0.376245,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19337,-0.632307,-0.0714964,1.69627,-0.0482624,-1.06568,1.02748,0.0086540716
29.6,0.080379,-0.0135232,0.379948,0.089228,-0.0109312,0.378716,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.13994,-0.649863,-0.000199417,1.80015,0,-0.960088,0.899887,1.19337,-0.632307,-0.0714964,1.69627,-0.0482624,-1.06568,1.02748,0.0093027463
