ball_x,ball_y,ball_z,kalman_x,kalman_y,kalman_z,cam_desired_pos_x,cam_desired_pos_y,cam_desired_pos_z,cam_desired_orient_x,cam_desired_orient_y,cam_desired_orient_z,cam_desired_orient_w,cam_real_pos_x,cam_real_pos_y,cam_real_pos_z,cam_real_orient_x,cam_real_orient_y,cam_real_orient_z,cam_real_orient_w
0.128292,0.017485,0.425696,0.132366,0.0302585,0.43066,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.131307,0.0446766,0.44681,0.13461,0.0381623,0.434402,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.131307,0.0446766,0.44681,0.136806,0.0458916,0.438034,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.131307,0.0446766,0.44681,0.132588,0.0522147,0.451916,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.131307,0.0446766,0.44681,0.133786,0.0614443,0.459128,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.131307,0.0446766,0.44681,0.134743,0.0690592,0.464919,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.131307,0.0446766,0.44681,0.135681,0.0765483,0.470602,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.131307,0.0446766,0.44681,0.136619,0.0840294,0.476277,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.131307,0.0446766,0.44681,0.137584,0.0917043,0.48212,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.137146,0.0452928,0.435077,0.138514,0.0991334,0.48775,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.137146,0.0452928,0.435077,0.139442,0.106554,0.493374,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.137146,0.0452928,0.435077,0.137861,0.0446631,0.432973,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.137146,0.0452928,0.435077,0.138553,0.043204,0.430075,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.135522,-0.0141193,0.382085,0.139157,0.0417725,0.427268,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.135522,-0.0141193,0.382085,0.139761,0.0403412,0.424462,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.128231,-0.0394171,0.336016,0.140365,0.0389098,0.421655,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.128231,-0.0394171,0.336016,0.135308,-0.0249547,0.372227,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.128231,-0.0394171,0.336016,0.134931,-0.0371625,0.361377,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.128231,-0.0394171,0.336016,0.126975,-0.0528447,0.321089,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.128231,-0.0394171,0.336016,0.124527,-0.0666818,0.301644,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.128231,-0.0394171,0.336016,0.122236,-0.0795315,0.283552,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.128231,-0.0394171,0.336016,0.119951,-0.0923501,0.265503,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0955566,-0.0441406,0.176782,0.117662,-0.105191,0.247424,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0955566,-0.0441406,0.176782,0.115347,-0.118197,0.229117,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0955566,-0.0441406,0.176782,0.113073,-0.130947,0.211162,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0955566,-0.0441406,0.176782,0.0908137,-0.0446467,0.153987,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.117581,-0.0452698,0.257186,0.0850655,-0.0432632,0.127392,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.117581,-0.0452698,0.257186,0.0798058,-0.0421142,0.10305,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.117581,-0.0452698,0.257186,0.119007,-0.044747,0.260223,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.117581,-0.0452698,0.257186,0.12383,-0.044503,0.277112,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.117581,-0.0452698,0.257186,0.128669,-0.0442556,0.294062,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.137739,-0.026732,0.32776,0.133521,-0.0440055,0.311061,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.137739,-0.026732,0.32776,0.138315,-0.0437674,0.327845,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.154863,-0.00675399,0.426637,0.142446,-0.0236954,0.344559,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.154863,-0.00675399,0.426637,0.147539,-0.0196632,0.362874,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.154863,-0.00675399,0.426637,0.152229,-0.0159407,0.379691,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.143346,-0.00932852,0.398791,0.160617,-0.000868491,0.45439,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.143346,-0.00932852,0.398791,0.166019,0.00527781,0.483588,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.143346,-0.00932852,0.398791,0.146375,-0.0047102,0.419116,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.143346,-0.00932852,0.398791,0.145486,-0.00260232,0.424836,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.143346,-0.00932852,0.398791,0.144599,-0.000512019,0.430497,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.100213,0.0197767,0.446962,0.143714,0.00157188,0.436136,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.100213,0.0197767,0.446962,0.142805,0.00380623,0.442287,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.100213,0.0197767,0.446962,0.141921,0.00588296,0.447902,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0709207,0.0271907,0.501331,0.0923464,0.0243613,0.453072,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0709207,0.0271907,0.501331,0.0839366,0.0289484,0.45853,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0709207,0.0271907,0.501331,0.075536,0.0335296,0.463978,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0709207,0.0271907,0.501331,0.0617133,0.0307493,0.51301,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0709207,0.0271907,0.501331,0.0520418,0.0336833,0.5284,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0709207,0.0271907,0.501331,0.0422879,0.0366469,0.543959,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0754,0.102787,0.592399,0.0326516,0.0395684,0.559277,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0754,0.102787,0.592399,0.0230365,0.0424823,0.574551,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0754,0.102787,0.592399,0.0126706,0.0456679,0.591386,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0754,0.102787,0.592399,0.0756142,0.115625,0.609434,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0754,0.102787,0.592399,0.0772641,0.128821,0.624931,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0754,0.102787,0.592399,0.0789222,0.142065,0.640493,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0754,0.102787,0.592399,0.0805815,0.155315,0.656064,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0754,0.102787,0.592399,0.0823172,0.169002,0.672236,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0754,0.102787,0.592399,0.0839635,0.182178,0.687705,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0754,0.102787,0.592399,0.0856091,0.195349,0.703168,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0901681,0.102463,0.523568,0.0873603,0.209124,0.719461,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0901681,0.102463,0.523568,0.0890102,0.222321,0.734958,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0901681,0.102463,0.523568,0.0907605,0.236091,0.751245,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0901681,0.102463,0.523568,0.0917489,0.100368,0.513013,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0901681,0.102463,0.523568,0.0933247,0.0972617,0.500737,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0901681,0.102463,0.523568,0.0949,0.0941562,0.488464,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0901681,0.102463,0.523568,0.0964844,0.0910386,0.476151,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.211437,0.0986522,0.570976,0.0980697,0.0879199,0.463835,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.211437,0.0986522,0.570976,0.0996664,0.0847862,0.451471,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.211437,0.0986522,0.570976,0.101238,0.0816858,0.439214,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.211437,0.0986522,0.570976,0.228995,0.0980252,0.577879,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.211437,0.0986522,0.570976,0.248334,0.0976692,0.586899,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.211437,0.0986522,0.570976,0.269498,0.0972889,0.596984,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.211437,0.0986522,0.570976,0.290652,0.0969088,0.607063,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.211437,0.0986522,0.570976,0.310378,0.0965475,0.616307,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.211437,0.0986522,0.570976,0.329904,0.096189,0.625434,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.211437,0.0986522,0.570976,0.349596,0.0958283,0.634658,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.113487,-0.0414593,0.198814,0.431446,0.0943447,0.673365,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.113487,-0.0414593,0.198814,0.431446,0.0943447,0.673365,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0828971,-0.05543,0.225579,0.431446,0.0943447,0.673365,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0828971,-0.05543,0.225579,0.113487,-0.0414593,0.198814,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.088006,-0.0399844,0.385968,0.113487,-0.0414593,0.198814,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.088006,-0.0399844,0.385968,0.077284,-0.0579935,0.23049,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.088006,-0.0399844,0.385968,0.0716424,-0.0605701,0.235427,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0931613,-0.0495432,0.454634,0.0892551,-0.0338865,0.454371,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0855245,-0.0391983,0.393561,0.0914466,-0.0264298,0.533622,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0855245,-0.0391983,0.393561,0.0933672,-0.0194872,0.608202,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0855245,-0.0391983,0.393561,0.0954671,-0.0508748,0.490296,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0855245,-0.0391983,0.393561,0.0852717,-0.0395731,0.397637,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0855245,-0.0391983,0.393561,0.0827993,-0.0372987,0.380138,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0817345,-0.0136,0.44104,0.0803259,-0.0350272,0.362627,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0747475,-0.0525703,0.405652,0.0778637,-0.0327235,0.345245,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0784703,-0.0442743,0.423999,0.0802367,-0.00650208,0.447715,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0784703,-0.0442743,0.423999,0.0721273,-0.0553147,0.405418,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0784703,-0.0442743,0.423999,0.0682261,-0.068719,0.395254,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0784703,-0.0442743,0.423999,0.0781016,-0.0496501,0.425402,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0956392,-0.0461208,0.407067,0.0787135,-0.0527889,0.429987,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.0956392,-0.0461208,0.407067,0.0790294,-0.0561779,0.431851,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.101756,-0.0457918,0.325062,0.079333,-0.0595771,0.433602,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
