ball_x,ball_y,ball_z,kalman_x,kalman_y,kalman_z,cam_desired_pos_x,cam_desired_pos_y,cam_desired_pos_z,cam_desired_orient_x,cam_desired_orient_y,cam_desired_orient_z,cam_desired_orient_w,cam_real_pos_x,cam_real_pos_y,cam_real_pos_z,cam_real_orient_x,cam_real_orient_y,cam_real_orient_z,cam_real_orient_w
0.101756,-0.0457918,0.325062,0.0999961,-0.046175,0.402188,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.121985,-0.0321139,0.327698,0.104718,-0.0459283,0.396584,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.121985,-0.0321139,0.327698,0.105498,-0.0455202,0.296279,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.121985,-0.0321139,0.327698,0.129794,-0.0282491,0.30114,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.138638,-0.0072939,0.365644,0.141399,-0.0212979,0.281818,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.138638,-0.0072939,0.365644,0.152182,-0.0150693,0.260453,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.138638,-0.0072939,0.365644,0.145662,0.00119448,0.374187,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.136632,-0.0284915,0.342581,0.152097,0.00998526,0.387058,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.163596,0.0126057,0.472817,0.158587,0.0188592,0.400301,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.121733,-0.0106309,0.376386,0.136663,-0.0334878,0.338476,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.121733,-0.0106309,0.376386,0.168314,0.0151806,0.494498,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.121733,-0.0106309,0.376386,0.17933,0.0285317,0.54761,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.121733,-0.0106309,0.376386,0.114354,-0.00943089,0.37691,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.121733,-0.0106309,0.376386,0.101602,-0.0117251,0.362404,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.121733,-0.0106309,0.376386,0.0891016,-0.0143299,0.345805,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
0.121733,-0.0106309,0.376386,0.0766054,-0.0169398,0.329172,0,0,0.055,0,0.707107,0,0.707107,0,0,0.055,0,0.707107,0,0.707107
