%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point.x,field.point.y,field.point.z
1432197951434931557,645,0,Camera,-0.0447050888432,0.0780194911045,0.58985403581
1432197951741931713,646,0,Camera,-0.0447460750037,0.0780512410049,0.589952567774
1432197952035263027,647,0,Camera,-0.0447277223971,0.0780693453376,0.590040125725
1432197952345449207,648,0,Camera,-0.0446658258369,0.078041234923,0.5898561553
1432197952578225252,649,0,Camera,-0.0447370771935,0.0780973505706,0.59012181216
1432197952793341061,650,0,Camera,-0.0447391132612,0.078106562685,0.590055064605
1432197953177103597,651,0,Camera,-0.0446407305359,0.07808702697,0.589688323859
1432197953531676899,652,0,Camera,-0.0447121157044,0.0780970631188,0.589923940263
1432197953845339663,653,0,Camera,-0.0447551224793,0.0780761097093,0.590318492805
1432197954230773442,654,0,Camera,-0.0447240911106,0.0780718875659,0.58991261426
1432197954630604171,655,0,Camera,-0.0447065586838,0.0780833970497,0.589944331406
1432197954892523988,656,0,Camera,-0.0446182740062,0.0781467995906,0.589667455864
1432197955180228410,657,0,Camera,-0.0446606419186,0.0781587962581,0.589822070417
1432197955396959566,658,0,Camera,-0.0447026705505,0.0782130680402,0.589809464084
1432197955627812328,659,0,Camera,-0.0446940612582,0.0782230630988,0.589807958683
1432197955847570596,660,0,Camera,-0.0446121950121,0.0779779174362,0.589430473439
1432197956229594061,661,0,Camera,-0.0447243185075,0.0777992938075,0.589469280544
1432197956489039602,662,0,Camera,-0.0446845553602,0.0777296412229,0.589334179493
1432197956750347416,663,0,Camera,-0.0445622289493,0.0782479034352,0.589302304617
1432197956979595822,664,0,Camera,-0.0445811924108,0.0786833619964,0.589333954987
1432197957194576625,665,0,Camera,-0.0446920171737,0.0781479543305,0.589800607157
1432197957427456099,666,0,Camera,-0.0448111491873,0.0768777305253,0.588309818736
1432197957687478554,667,0,Camera,-0.0448090451022,0.0764720426087,0.588053650437
1432197957943835944,668,0,Camera,-0.0446582536461,0.0764378719574,0.587385762432
1432197958276804430,669,0,Camera,-0.0447254663577,0.0766579011337,0.587840218286
1432197958493959322,670,0,Camera,-0.0448256924826,0.0776021283885,0.589772054055
1432197958830841335,671,0,Camera,-0.0447282340461,0.0781044928759,0.590009194058
1432197959138277664,672,0,Camera,-0.0445807453426,0.0780891350654,0.58963155654
1432197959383643598,673,0,Camera,-0.0446422708054,0.0780684854091,0.589807030256
1432197959688251327,674,0,Camera,-0.0447276625205,0.0781483026735,0.590040635091
1432197959994551385,675,0,Camera,-0.0446731929478,0.0781815213859,0.590185194799
1432197960278085324,676,0,Camera,-0.0446152813069,0.0781258464157,0.58961145559
1432197960495266759,677,0,Camera,-0.0447148586871,0.0782388388605,0.589912790377
1432197960727695965,678,0,Camera,-0.0445981657396,0.0781948904301,0.589349564491
1432197961037627831,679,0,Camera,-0.0445889625748,0.0782207449729,0.589303018359
1432197961279019465,680,0,Camera,-0.04461421739,0.0783086332838,0.589617804173
1432197961547726226,681,0,Camera,-0.044646991602,0.0782655957173,0.589798556815
1432197961882503048,682,0,Camera,-0.0445369434826,0.0782172036664,0.589305121363
1432197962141254879,683,0,Camera,-0.0445936766133,0.0783224209107,0.589570744705
1432197962430376156,684,0,Camera,-0.0446424912637,0.0782797135983,0.58954164684
1432197962689189121,685,0,Camera,-0.0445315014026,0.078280784207,0.589170168932
1432197962992274522,686,0,Camera,-0.0445440811308,0.0782908250005,0.589190702818
1432197963329191380,687,0,Camera,-0.0446567335072,0.0782541110832,0.589723382037
1432197963879800503,688,0,Camera,-0.0446238580028,0.07822669528,0.589724430432
1432197964140448189,689,0,Camera,-0.0446689508272,0.078373374362,0.589783466521
1432197964580408915,690,0,Camera,-0.0446206711002,0.0783540139606,0.589734490501
1432197964933188410,691,0,Camera,-0.0445084636667,0.0782920784487,0.589164945805
1432197965330055539,692,0,Camera,-0.044659617348,0.0782381431564,0.589499705078
1432197965729611844,693,0,Camera,-0.0446930843639,0.0783680381471,0.590093528075
1432197965945357297,694,0,Camera,-0.0446028236047,0.0782698602717,0.589538872574
1432197966179050431,695,0,Camera,-0.0446393388242,0.0782959928782,0.58960089078
1432197966397818241,696,0,Camera,-0.0445041089598,0.0782677833526,0.589023805752
1432197966627427493,697,0,Camera,-0.0446051197438,0.0783837391931,0.589363577184
1432197967028441994,698,0,Camera,-0.0446905813958,0.0783232906969,0.58984652436
1432197967289261298,699,0,Camera,-0.0446812795133,0.0784120345027,0.589772364912
1432197967597190112,700,0,Camera,-0.0445715546119,0.0784313347644,0.58965198414
1432197967826907139,701,0,Camera,-0.044602204836,0.0784122337925,0.589467573098
1432197968044246473,702,0,Camera,-0.0446035975462,0.078323790345,0.589420687877
1432197968331318341,703,0,Camera,-0.0446591984154,0.0783432901192,0.589868053829
1432197968550250103,704,0,Camera,-0.044681200046,0.0783597717517,0.58982363187
1432197968880182875,705,0,Camera,-0.0446297356317,0.0783769417247,0.589502483222
1432197969097361931,706,0,Camera,-0.0447271161181,0.0784028621056,0.589993704931
1432197969327626529,707,0,Camera,-0.0446588928834,0.0783804379218,0.589618185988
1432197969547094191,708,0,Camera,-0.0445126858083,0.0783914658279,0.589242150535
1432197969776866913,709,0,Camera,-0.0445148460316,0.0783867443431,0.58923815321
1432197969990795658,710,0,Camera,-0.0445777550612,0.0784232390481,0.589390316268
1432197970430626715,711,0,Camera,-0.0446270745479,0.0784368467243,0.589642166778
1432197970649202087,712,0,Camera,-0.0447154653718,0.0784635337792,0.589698177958
1432197970877500602,713,0,Camera,-0.0447115603678,0.0784398777909,0.589780827915
1432197971279256789,714,0,Camera,-0.0451522008016,0.0785634886605,0.590834341741
1432197971497520894,715,0,Camera,-0.0450825034735,0.0784773859087,0.590438332494
1432197971726919913,716,0,Camera,-0.0451116084343,0.0785560697695,0.590494834872
1432197972031619448,717,0,Camera,-0.0453244583277,0.0785664178961,0.59146999313
1432197972247576186,718,0,Camera,-0.0450878225985,0.0785460400958,0.590467914858
1432197972482382833,719,0,Camera,-0.0451265604267,0.0785914389196,0.59060807802
1432197972787980471,720,0,Camera,-0.0450536340689,0.0784915686075,0.590484552972
1432197973139647553,721,0,Camera,-0.0450641647064,0.0785658412323,0.59043399627
1432197973427818266,722,0,Camera,-0.045012435454,0.0785179534059,0.590153897431
1432197973732605779,723,0,Camera,-0.0450672378329,0.0785762504484,0.590563985485
1432197974038628219,724,0,Camera,-0.0451842479624,0.0787115480321,0.590914809429
1432197974531344631,725,0,Camera,-0.045182368999,0.0785020171721,0.590758402246
1432197974935982517,726,0,Camera,-0.0451236975272,0.0786080661516,0.590824615822
1432197975198666972,727,0,Camera,-0.0450353694405,0.078486419873,0.590503949375
1432197975425772111,728,0,Camera,-0.0451515336597,0.078579035409,0.590780753888
1432197975730982048,729,0,Camera,-0.0451103054303,0.0785535171932,0.590602486669
1432197975946636237,730,0,Camera,-0.0451296614387,0.0785737279166,0.590549300811
1432197976180450620,731,0,Camera,-0.0451221282592,0.0784890290553,0.59019865886
1432197976679904351,732,0,Camera,-0.0449988822161,0.0785402350834,0.590351287346
1432197976895959457,733,0,Camera,-0.0450827964502,0.0786540877913,0.590547022575
1432197977231555439,734,0,Camera,-0.0451211421137,0.0786971416941,0.590669547742
