ball_x,ball_y,ball_z,kalman_x,kalman_y,kalman_z,cam_desired_pos_x,cam_desired_pos_y,cam_desired_pos_z,cam_desired_orient_x,cam_desired_orient_y,cam_desired_orient_z,cam_desired_orient_w,cam_real_pos_x,cam_real_pos_y,cam_real_pos_z,cam_real_orient_x,cam_real_orient_y,cam_real_orient_z,cam_real_orient_w,q_real_0,q_real_1,q_real_2,q_real_3,q_real_4,q_real_5,q_real_6,q_desired_0,q_desired_1,q_desired_2,q_desired_3,q_desired_4,q_desired_5,q_desired_6
0.0978563,0.0653173,0.441698,0.235292,0.157991,0.727714,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.42826,-0.603644,-0.414236,1.60284,-0.184883,-1.07902,1.17564,1.52861,-0.438746,-0.594923,1.55848,-0.258367,-1.19937,1.25644
0.103242,0.0561795,0.459891,0.241582,0.169244,0.752723,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.42826,-0.603644,-0.414236,1.60284,-0.184883,-1.07902,1.17564,1.52861,-0.438746,-0.594923,1.55848,-0.258367,-1.19937,1.25644
0.103242,0.0561795,0.459891,0.0991838,0.0706011,0.420601,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.42826,-0.603644,-0.414236,1.60284,-0.184883,-1.07902,1.17564,1.52861,-0.438746,-0.594923,1.55848,-0.258367,-1.19937,1.25644
0.103242,0.0561795,0.459891,0.0938305,0.0658502,0.399964,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.42826,-0.603644,-0.414236,1.60284,-0.184883,-1.07902,1.17564,1.52861,-0.438746,-0.594923,1.55848,-0.258367,-1.19937,1.25644
0.103242,0.0561795,0.459891,0.0888966,0.0615023,0.381468,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.42826,-0.603644,-0.414236,1.60284,-0.184883,-1.07902,1.17564,1.53963,-0.265,-0.599409,1.25921,-0.171652,-1.04523,1.26987
0.130751,0.111115,0.57726,0.101865,0.050597,0.446995,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.53933,-0.270947,-0.599027,1.26778,-0.171622,-1.04475,1.26995,1.53963,-0.265,-0.599409,1.25921,-0.171652,-1.04523,1.26987
0.130751,0.111115,0.57726,0.0946849,0.0394174,0.430013,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.53933,-0.270947,-0.599027,1.26778,-0.171622,-1.04475,1.26995,1.53963,-0.265,-0.599409,1.25921,-0.171652,-1.04523,1.26987
0.130751,0.111115,0.57726,0.0927122,0.0363591,0.427334,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.53933,-0.270947,-0.599027,1.26778,-0.171622,-1.04475,1.26995,1.53963,-0.265,-0.599409,1.25921,-0.171652,-1.04523,1.26987
0.130751,0.111115,0.57726,0.130208,0.110623,0.584425,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.53933,-0.270947,-0.599027,1.26778,-0.171622,-1.04475,1.26995,1.53963,-0.265,-0.599409,1.25921,-0.171652,-1.04523,1.26987
0.130751,0.111115,0.57726,0.130285,0.116265,0.596293,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.53933,-0.270947,-0.599027,1.26778,-0.171622,-1.04475,1.26995,1.53963,-0.265,-0.599409,1.25921,-0.171652,-1.04523,1.26987
0.130751,0.111115,0.57726,0.130411,0.121767,0.607978,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.53933,-0.270947,-0.599027,1.26778,-0.171622,-1.04475,1.26995,1.53963,-0.265,-0.599409,1.25921,-0.171652,-1.04523,1.26987
0.130751,0.111115,0.57726,0.130536,0.127277,0.619673,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.53933,-0.270947,-0.599027,1.26778,-0.171622,-1.04475,1.26995,1.53963,-0.265,-0.599409,1.25921,-0.171652,-1.04523,1.26987
0.130751,0.111115,0.57726,0.130659,0.132787,0.631371,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.53933,-0.270947,-0.599027,1.26778,-0.171622,-1.04475,1.26995,1.53963,-0.265,-0.599409,1.25921,-0.171652,-1.04523,1.26987
0.130751,0.111115,0.57726,0.130782,0.138303,0.643075,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.53933,-0.270947,-0.599027,1.26778,-0.171622,-1.04475,1.26995,1.53963,-0.265,-0.599409,1.25921,-0.171652,-1.04523,1.26987
0.130751,0.111115,0.57726,0.130912,0.143792,0.654742,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.53933,-0.270947,-0.599027,1.26778,-0.171622,-1.04475,1.26995,1.53963,-0.265,-0.599409,1.25921,-0.171652,-1.04523,1.26987
0.130751,0.111115,0.57726,0.131042,0.149284,0.666414,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.53933,-0.270947,-0.599027,1.26778,-0.171622,-1.04475,1.26995,1.53963,-0.265,-0.599409,1.25921,-0.171652,-1.04523,1.26987
0.130751,0.111115,0.57726,0.13112,0.154922,0.678276,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.53933,-0.270947,-0.599027,1.26778,-0.171622,-1.04475,1.26995,1.53963,-0.265,-0.599409,1.25921,-0.171652,-1.04523,1.26987
0.130751,0.111115,0.57726,0.13125,0.160413,0.689946,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.53933,-0.270947,-0.599027,1.26778,-0.171622,-1.04475,1.26995,1.53963,-0.265,-0.599409,1.25921,-0.171652,-1.04523,1.26987
0.130751,0.111115,0.57726,0.13125,0.160413,0.689946,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.53933,-0.270947,-0.599027,1.26778,-0.171622,-1.04475,1.26995,1.53963,-0.265,-0.599409,1.25921,-0.171652,-1.04523,1.26987
0.130751,0.111115,0.57726,0.13125,0.160413,0.689946,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.54954,-0.100315,-0.673211,1.04195,-0.0471162,-0.963225,1.29387,1.5503,-0.0605368,-0.678316,1.00932,-0.0462723,-0.962663,1.29335
0.130751,0.111115,0.57726,0.13125,0.160413,0.689946,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.54954,-0.100315,-0.673211,1.04195,-0.0471162,-0.963225,1.29387,1.5503,-0.0605368,-0.678316,1.00932,-0.0462723,-0.962663,1.29335
0.130751,0.111115,0.57726,0.13125,0.160413,0.689946,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.54954,-0.100315,-0.673211,1.04195,-0.0471162,-0.963225,1.29387,1.5503,-0.0605368,-0.678316,1.00932,-0.0462723,-0.962663,1.29335
0.130751,0.111115,0.57726,0.13125,0.160413,0.689946,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.54954,-0.100315,-0.673211,1.04195,-0.0471162,-0.963225,1.29387,1.5503,-0.0605368,-0.678316,1.00932,-0.0462723,-0.962663,1.29335
0.170717,0.0902038,0.545034,0.13125,0.160413,0.689946,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.54954,-0.100315,-0.673211,1.04195,-0.0471162,-0.963225,1.29387,1.5503,-0.0605368,-0.678316,1.00932,-0.0462723,-0.962663,1.29335
0.170717,0.0902038,0.545034,0.13125,0.160413,0.689946,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.54954,-0.100315,-0.673211,1.04195,-0.0471162,-0.963225,1.29387,1.5503,-0.0605368,-0.678316,1.00932,-0.0462723,-0.962663,1.29335
0.170717,0.0902038,0.545034,0.13125,0.160413,0.689946,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.54954,-0.100315,-0.673211,1.04195,-0.0471162,-0.963225,1.29387,1.5503,-0.0605368,-0.678316,1.00932,-0.0462723,-0.962663,1.29335
0.160944,0.0792071,0.531769,0.131334,0.16604,0.701795,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.54954,-0.100315,-0.673211,1.04195,-0.0471162,-0.963225,1.29387,1.5503,-0.0605368,-0.678316,1.00932,-0.0462723,-0.962663,1.29335
0.160944,0.0792071,0.531769,0.131334,0.16604,0.701795,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.54954,-0.100315,-0.673211,1.04195,-0.0471162,-0.963225,1.29387,1.5503,-0.0605368,-0.678316,1.00932,-0.0462723,-0.962663,1.29335
0.160944,0.0792071,0.531769,0.170717,0.0902038,0.545034,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.54954,-0.100315,-0.673211,1.04195,-0.0471162,-0.963225,1.29387,1.5503,-0.0605368,-0.678316,1.00932,-0.0462723,-0.962663,1.29335
0.160944,0.0792071,0.531769,0.170717,0.0902038,0.545034,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.54954,-0.100315,-0.673211,1.04195,-0.0471162,-0.963225,1.29387,1.5503,-0.0605368,-0.678316,1.00932,-0.0462723,-0.962663,1.29335
0.160944,0.0792071,0.531769,0.160726,0.0785703,0.530614,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.54954,-0.100315,-0.673211,1.04195,-0.0471162,-0.963225,1.29387,1.5503,-0.0605368,-0.678316,1.00932,-0.0462723,-0.962663,1.29335
0.144663,0.0431056,0.544464,0.160295,0.0778045,0.529731,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.54954,-0.100315,-0.673211,1.04195,-0.0471162,-0.963225,1.29387,1.5503,-0.0605368,-0.678316,1.00932,-0.0462723,-0.962663,1.29335
0.144663,0.0431056,0.544464,0.159863,0.0770379,0.528848,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.54954,-0.100315,-0.673211,1.04195,-0.0471162,-0.963225,1.29387,1.5503,-0.0605368,-0.678316,1.00932,-0.0462723,-0.962663,1.29335
0.122615,0.0186148,0.552033,0.159432,0.0762736,0.527966,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.54954,-0.100315,-0.673211,1.04195,-0.0471162,-0.963225,1.29387,1.5503,-0.0605368,-0.678316,1.00932,-0.0462723,-0.962663,1.29335
0.122615,0.0186148,0.552033,0.147442,0.0417668,0.540536,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.54954,-0.100315,-0.673211,1.04195,-0.0471162,-0.963225,1.29387,1.5503,-0.0605368,-0.678316,1.00932,-0.0462723,-0.962663,1.29335
0.122615,0.0186148,0.552033,0.14647,0.0372236,0.540618,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.54954,-0.100315,-0.673211,1.04195,-0.0471162,-0.963225,1.29387,1.5503,-0.0605368,-0.678316,1.00932,-0.0462723,-0.962663,1.29335
0.103871,0.00607181,0.580529,0.145477,0.0324721,0.540724,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.54954,-0.100315,-0.673211,1.04195,-0.0471162,-0.963225,1.29387,1.5503,-0.0605368,-0.678316,1.00932,-0.0462723,-0.962663,1.29335
0.103871,0.00607181,0.580529,0.125099,0.0145278,0.546202,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.54954,-0.100315,-0.673211,1.04195,-0.0471162,-0.963225,1.29387,1.5503,-0.0605368,-0.678316,1.00932,-0.0462723,-0.962663,1.29335
0.103871,0.00607181,0.580529,0.123118,0.00845819,0.546563,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.54954,-0.100315,-0.673211,1.04195,-0.0471162,-0.963225,1.29387,1.5503,-0.0605368,-0.678316,1.00932,-0.0462723,-0.962663,1.29335
0.103871,0.00607181,0.580529,0.107264,0.000900731,0.572753,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.54954,-0.100315,-0.673211,1.04195,-0.0471162,-0.963225,1.29387,1.5503,-0.0605368,-0.678316,1.00932,-0.0462723,-0.962663,1.29335
0.0695313,0.00459494,0.643258,0.104546,-0.00534482,0.575365,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.31012,0.213653,-0.868479,0.698974,0.316767,-0.85442,1.44512,1.12766,0.492389,-0.948793,0.432421,0.555207,-0.816653,1.49833
0.0695313,0.00459494,0.643258,0.101829,-0.0115885,0.577977,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.31012,0.213653,-0.868479,0.698974,0.316767,-0.85442,1.44512,1.12766,0.492389,-0.948793,0.432421,0.555207,-0.816653,1.49833
0.0695313,0.00459494,0.643258,0.0991062,-0.0178526,0.580598,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.31012,0.213653,-0.868479,0.698974,0.316767,-0.85442,1.44512,1.12766,0.492389,-0.948793,0.432421,0.555207,-0.816653,1.49833
0.0518631,-0.0110749,0.631305,0.0709361,-0.000131804,0.639275,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.31012,0.213653,-0.868479,0.698974,0.316767,-0.85442,1.44512,1.12766,0.492389,-0.948793,0.432421,0.555207,-0.816653,1.49833
0.0518631,-0.0110749,0.631305,0.0669393,-0.00368599,0.646438,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.31012,0.213653,-0.868479,0.698974,0.316767,-0.85442,1.44512,1.12766,0.492389,-0.948793,0.432421,0.555207,-0.816653,1.49833
-0.0412145,0.0436039,0.761021,0.0627981,-0.00739961,0.654004,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.31012,0.213653,-0.868479,0.698974,0.316767,-0.85442,1.44512,1.12766,0.492389,-0.948793,0.432421,0.555207,-0.816653,1.49833
-0.0412145,0.0436039,0.761021,0.0476263,-0.0141924,0.636355,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.31012,0.213653,-0.868479,0.698974,0.316767,-0.85442,1.44512,1.12766,0.492389,-0.948793,0.432421,0.555207,-0.816653,1.49833
-0.0412145,0.0436039,0.761021,0.0428271,-0.0183167,0.641583,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.31012,0.213653,-0.868479,0.698974,0.316767,-0.85442,1.44512,1.12766,0.492389,-0.948793,0.432421,0.555207,-0.816653,1.49833
-0.0436046,0.0415159,0.73233,0.0382338,-0.0222254,0.646492,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.31012,0.213653,-0.868479,0.698974,0.316767,-0.85442,1.44512,1.12766,0.492389,-0.948793,0.432421,0.555207,-0.816653,1.49833
-0.0436046,0.0415159,0.73233,-0.0354646,0.0421598,0.742299,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.31012,0.213653,-0.868479,0.698974,0.316767,-0.85442,1.44512,1.12766,0.492389,-0.948793,0.432421,0.555207,-0.816653,1.49833
-0.0436046,0.0415159,0.73233,-0.0436225,0.0463301,0.754556,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.31012,0.213653,-0.868479,0.698974,0.316767,-0.85442,1.44512,1.12766,0.492389,-0.948793,0.432421,0.555207,-0.816653,1.49833
-0.0574967,0.064094,0.725827,-0.0517982,0.0505163,0.766849,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.31012,0.213653,-0.868479,0.698974,0.316767,-0.85442,1.44512,1.12766,0.492389,-0.948793,0.432421,0.555207,-0.816653,1.49833
-0.0574967,0.064094,0.725827,-0.0541816,0.0454874,0.747789,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.31012,0.213653,-0.868479,0.698974,0.316767,-0.85442,1.44512,1.12766,0.492389,-0.948793,0.432421,0.555207,-0.816653,1.49833
-0.0574967,0.064094,0.725827,-0.0620256,0.0485529,0.757338,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.31012,0.213653,-0.868479,0.698974,0.316767,-0.85442,1.44512,1.12766,0.492389,-0.948793,0.432421,0.555207,-0.816653,1.49833
-0.0574967,0.064094,0.725827,-0.0698579,0.0516097,0.766868,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.31012,0.213653,-0.868479,0.698974,0.316767,-0.85442,1.44512,1.12766,0.492389,-0.948793,0.432421,0.555207,-0.816653,1.49833
-0.0574967,0.064094,0.725827,-0.0702964,0.0670094,0.740207,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.31012,0.213653,-0.868479,0.698974,0.316767,-0.85442,1.44512,1.12766,0.492389,-0.948793,0.432421,0.555207,-0.816653,1.49833
-0.128834,0.0676272,0.821719,-0.0777768,0.0714417,0.746674,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.31012,0.213653,-0.868479,0.698974,0.316767,-0.85442,1.44512,1.12766,0.492389,-0.948793,0.432421,0.555207,-0.816653,1.49833
-0.128834,0.0676272,0.821719,-0.0856703,0.0763151,0.753622,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.31012,0.213653,-0.868479,0.698974,0.316767,-0.85442,1.44512,1.12766,0.492389,-0.948793,0.432421,0.555207,-0.816653,1.49833
-0.128834,0.0676272,0.821719,-0.0931734,0.0807707,0.760115,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.31012,0.213653,-0.868479,0.698974,0.316767,-0.85442,1.44512,1.12766,0.492389,-0.948793,0.432421,0.555207,-0.816653,1.49833
-0.128834,0.0676272,0.821719,-0.100722,0.085273,0.76666,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.31012,0.213653,-0.868479,0.698974,0.316767,-0.85442,1.44512,1.12766,0.492389,-0.948793,0.432421,0.555207,-0.816653,1.49833
-0.128834,0.0676272,0.821719,-0.132177,0.0720838,0.823864,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.31012,0.213653,-0.868479,0.698974,0.316767,-0.85442,1.44512,1.12766,0.492389,-0.948793,0.432421,0.555207,-0.816653,1.49833
-0.162207,0.05854,0.89336,-0.140844,0.0747674,0.834277,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.31012,0.213653,-0.868479,0.698974,0.316767,-0.85442,1.44512,1.12766,0.492389,-0.948793,0.432421,0.555207,-0.816653,1.49833
-0.162207,0.05854,0.89336,-0.149468,0.077427,0.844625,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.31012,0.213653,-0.868479,0.698974,0.316767,-0.85442,1.44512,1.12766,0.492389,-0.948793,0.432421,0.555207,-0.816653,1.49833
-0.162207,0.05854,0.89336,-0.158189,0.0801414,0.855123,0,0,0.095,-0.707107,0,0,0.707107,0,0,0.095,-0.707107,0,0,0.707107,1.31012,0.213653,-0.868479,0.698974,0.316767,-0.85442,1.44512,1.12766,0.492389,-0.948793,0.432421,0.555207,-0.816653,1.49833
